Name of the body; position x; position y; position z; mass of the body
jupiter; -0.759765; 5.09946; -0.00424925; 0.0376937
saturn; -8.34707; 4.08123; 0.261618; 0.0112863
uranus; -6.32671; 17.7306; 0.147486; 0.00172372
neptune; 26.5803; 13.5575; -0.890426; 0.00203369
sun; 0.0104119; -0.00942426; -0.000246929; 39.4784
jupiter; -0.787366; 5.09665; -0.00362018; 0.0376937
saturn; -8.35712; 4.06293; 0.262336; 0.0112863
uranus; -6.3403; 17.7251; 0.147642; 0.00172372
neptune; 26.5751; 13.5678; -0.890517; 0.00203369
sun; 0.0104419; -0.00941649; -0.000247737; 39.4784
jupiter; -0.814944; 5.09369; -0.00299101; 0.0376937
saturn; -8.36712; 4.04462; 0.263053; 0.0112863
uranus; -6.35389; 17.7196; 0.147798; 0.00172372
neptune; 26.5698; 13.5781; -0.890608; 0.00203369
sun; 0.010472; -0.00940858; -0.000248544; 39.4784
jupiter; -0.842499; 5.09059; -0.00236176; 0.0376937
saturn; -8.37709; 4.02628; 0.263768; 0.0112863
uranus; -6.36747; 17.7142; 0.147954; 0.00172372
neptune; 26.5646; 13.5884; -0.890698; 0.00203369
sun; 0.0105019; -0.00940052; -0.000249351; 39.4784
jupiter; -0.87003; 5.08734; -0.00173245; 0.0376937
saturn; -8.38701; 4.00793; 0.264482; 0.0112863
uranus; -6.38105; 17.7087; 0.14811; 0.00172372
neptune; 26.5593; 13.5987; -0.890789; 0.00203369
sun; 0.0105319; -0.00939232; -0.000250158; 39.4784
jupiter; -0.897535; 5.08394; -0.00110309; 0.0376937
saturn; -8.3969; 3.98955; 0.265195; 0.0112863
uranus; -6.39462; 17.7032; 0.148266; 0.00172372
neptune; 26.554; 13.609; -0.89088; 0.00203369
sun; 0.0105618; -0.00938397; -0.000250965; 39.4784
jupiter; -0.925014; 5.0804; -0.000473712; 0.0376937
saturn; -8.40674; 3.97115; 0.265906; 0.0112863
uranus; -6.4082; 17.6977; 0.148421; 0.00172372
neptune; 26.5487; 13.6193; -0.89097; 0.00203369
sun; 0.0105917; -0.00937548; -0.000251771; 39.4784
jupiter; -0.952467; 5.07672; 0.000155675; 0.0376937
saturn; -8.41654; 3.95274; 0.266616; 0.0112863
uranus; -6.42176; 17.6922; 0.148577; 0.00172372
neptune; 26.5435; 13.6296; -0.89106; 0.00203369
sun; 0.0106215; -0.00936684; -0.000252576; 39.4784
jupiter; -0.979892; 5.07289; 0.000785051; 0.0376937
saturn; -8.4263; 3.93431; 0.267325; 0.0112863
uranus; -6.43533; 17.6866; 0.148732; 0.00172372
neptune; 26.5382; 13.6399; -0.891151; 0.00203369
sun; 0.0106513; -0.00935806; -0.000253382; 39.4784
jupiter; -1.00729; 5.06891; 0.0014144; 0.0376937
saturn; -8.43602; 3.91585; 0.268032; 0.0112863
uranus; -6.44889; 17.6811; 0.148887; 0.00172372
neptune; 26.5329; 13.6502; -0.891241; 0.00203369
sun; 0.0106811; -0.00934913; -0.000254187; 39.4784
jupiter; -1.03466; 5.0648; 0.0020437; 0.0376937
saturn; -8.4457; 3.89738; 0.268739; 0.0112863
uranus; -6.46245; 17.6756; 0.149043; 0.00172372
neptune; 26.5276; 13.6605; -0.891331; 0.00203369
sun; 0.0107108; -0.00934006; -0.000254991; 39.4784
jupiter; -1.062; 5.06053; 0.00267293; 0.0376937
saturn; -8.45533; 3.87889; 0.269444; 0.0112863
uranus; -6.476; 17.67; 0.149198; 0.00172372
neptune; 26.5223; 13.6708; -0.89142; 0.00203369
sun; 0.0107405; -0.00933085; -0.000255795; 39.4784
jupiter; -1.0893; 5.05613; 0.00330209; 0.0376937
saturn; -8.46493; 3.86038; 0.270147; 0.0112863
uranus; -6.48955; 17.6644; 0.149353; 0.00172372
neptune; 26.517; 13.6811; -0.89151; 0.00203369
sun; 0.0107701; -0.0093215; -0.000256599; 39.4784
jupiter; -1.11658; 5.05158; 0.00393114; 0.0376937
saturn; -8.47448; 3.84185; 0.270849; 0.0112863
uranus; -6.50309; 17.6589; 0.149508; 0.00172372
neptune; 26.5117; 13.6914; -0.891599; 0.00203369
sun; 0.0107997; -0.009312; -0.000257402; 39.4784
jupiter; -1.14383; 5.04688; 0.00456008; 0.0376937
saturn; -8.48399; 3.8233; 0.27155; 0.0112863
uranus; -6.51664; 17.6533; 0.149663; 0.00172372
neptune; 26.5064; 13.7016; -0.891689; 0.00203369
sun; 0.0108293; -0.00930236; -0.000258204; 39.4784
jupiter; -1.17104; 5.04205; 0.00518888; 0.0376937
saturn; -8.49346; 3.80473; 0.27225; 0.0112863
uranus; -6.53017; 17.6477; 0.149817; 0.00172372
neptune; 26.5011; 13.7119; -0.891778; 0.00203369
sun; 0.0108588; -0.00929258; -0.000259006; 39.4784
jupiter; -1.19822; 5.03707; 0.00581752; 0.0376937
saturn; -8.50289; 3.78615; 0.272948; 0.0112863
uranus; -6.54371; 17.6421; 0.149972; 0.00172372
neptune; 26.4958; 13.7222; -0.891867; 0.00203369
sun; 0.0108883; -0.00928265; -0.000259808; 39.4784
jupiter; -1.22536; 5.03195; 0.006446; 0.0376937
saturn; -8.51228; 3.76754; 0.273645; 0.0112863
uranus; -6.55724; 17.6364; 0.150127; 0.00172372
neptune; 26.4904; 13.7325; -0.891956; 0.00203369
sun; 0.0109177; -0.00927258; -0.000260609; 39.4784
jupiter; -1.25247; 5.02668; 0.00707429; 0.0376937
saturn; -8.52162; 3.74892; 0.274341; 0.0112863
uranus; -6.57076; 17.6308; 0.150281; 0.00172372
neptune; 26.4851; 13.7428; -0.892045; 0.00203369
sun; 0.0109471; -0.00926238; -0.000261409; 39.4784
jupiter; -1.27955; 5.02128; 0.00770237; 0.0376937
saturn; -8.53093; 3.73028; 0.275035; 0.0112863
uranus; -6.58428; 17.6252; 0.150436; 0.00172372
neptune; 26.4798; 13.753; -0.892134; 0.00203369
sun; 0.0109764; -0.00925203; -0.000262209; 39.4784
jupiter; -1.30659; 5.01573; 0.00833022; 0.0376937
saturn; -8.54019; 3.71162; 0.275728; 0.0112863
uranus; -6.5978; 17.6195; 0.15059; 0.00172372
neptune; 26.4745; 13.7633; -0.892222; 0.00203369
sun; 0.0110057; -0.00924154; -0.000263008; 39.4784
jupiter; -1.33359; 5.01004; 0.00895784; 0.0376937
saturn; -8.54941; 3.69295; 0.276419; 0.0112863
uranus; -6.61132; 17.6139; 0.150744; 0.00172372
neptune; 26.4691; 13.7736; -0.892311; 0.00203369
sun; 0.0110349; -0.00923091; -0.000263806; 39.4784
jupiter; -1.36055; 5.00421; 0.0095852; 0.0376937
saturn; -8.55859; 3.67425; 0.277109; 0.0112863
uranus; -6.62483; 17.6082; 0.150898; 0.00172372
neptune; 26.4638; 13.7838; -0.892399; 0.00203369
sun; 0.0110641; -0.00922014; -0.000264604; 39.4784
jupiter; -1.38748; 4.99824; 0.0102123; 0.0376937
saturn; -8.56773; 3.65554; 0.277798; 0.0112863
uranus; -6.63833; 17.6025; 0.151053; 0.00172372
neptune; 26.4584; 13.7941; -0.892487; 0.00203369
sun; 0.0110932; -0.00920923; -0.000265401; 39.4784
jupiter; -1.41436; 4.99213; 0.0108391; 0.0376937
saturn; -8.57682; 3.63681; 0.278486; 0.0112863
uranus; -6.65183; 17.5968; 0.151207; 0.00172372
neptune; 26.4531; 13.8044; -0.892575; 0.00203369
sun; 0.0111223; -0.00919818; -0.000266198; 39.4784
jupiter; -1.44121; 4.98587; 0.0114655; 0.0376937
saturn; -8.58588; 3.61806; 0.279172; 0.0112863
uranus; -6.66533; 17.5911; 0.15136; 0.00172372
neptune; 26.4477; 13.8146; -0.892663; 0.00203369
sun; 0.0111513; -0.00918699; -0.000266994; 39.4784
jupiter; -1.46801; 4.97948; 0.0120917; 0.0376937
saturn; -8.59489; 3.5993; 0.279857; 0.0112863
uranus; -6.67883; 17.5854; 0.151514; 0.00172372
neptune; 26.4424; 13.8249; -0.892751; 0.00203369
sun; 0.0111803; -0.00917566; -0.000267789; 39.4784
jupiter; -1.49477; 4.97295; 0.0127175; 0.0376937
saturn; -8.60386; 3.58051; 0.28054; 0.0112863
uranus; -6.69232; 17.5797; 0.151668; 0.00172372
neptune; 26.437; 13.8351; -0.892839; 0.00203369
sun; 0.0112093; -0.00916419; -0.000268583; 39.4784
jupiter; -1.5215; 4.96628; 0.0133429; 0.0376937
saturn; -8.61279; 3.56171; 0.281222; 0.0112863
uranus; -6.7058; 17.5739; 0.151822; 0.00172372
neptune; 26.4317; 13.8454; -0.892926; 0.00203369
sun; 0.0112381; -0.00915259; -0.000269377; 39.4784
jupiter; -1.54817; 4.95947; 0.013968; 0.0376937
saturn; -8.62168; 3.54289; 0.281903; 0.0112863
uranus; -6.71929; 17.5682; 0.151975; 0.00172372
neptune; 26.4263; 13.8556; -0.893013; 0.00203369
sun; 0.011267; -0.00914084; -0.00027017; 39.4784
jupiter; -1.57481; 4.95252; 0.0145927; 0.0376937
saturn; -8.63052; 3.52406; 0.282582; 0.0112863
uranus; -6.73277; 17.5624; 0.152129; 0.00172372
neptune; 26.4209; 13.8659; -0.893101; 0.00203369
sun; 0.0112957; -0.00912896; -0.000270962; 39.4784
jupiter; -1.6014; 4.94543; 0.0152169; 0.0376937
saturn; -8.63932; 3.50521; 0.28326; 0.0112863
uranus; -6.74624; 17.5567; 0.152282; 0.00172372
neptune; 26.4155; 13.8761; -0.893188; 0.00203369
sun; 0.0113244; -0.00911694; -0.000271753; 39.4784
jupiter; -1.62794; 4.9382; 0.0158407; 0.0376937
saturn; -8.64808; 3.48634; 0.283937; 0.0112863
uranus; -6.75971; 17.5509; 0.152435; 0.00172372
neptune; 26.4102; 13.8864; -0.893275; 0.00203369
sun; 0.0113531; -0.00910479; -0.000272543; 39.4784
jupiter; -1.65444; 4.93084; 0.0164641; 0.0376937
saturn; -8.6568; 3.46745; 0.284612; 0.0112863
uranus; -6.77318; 17.5451; 0.152588; 0.00172372
neptune; 26.4048; 13.8966; -0.893362; 0.00203369
sun; 0.0113817; -0.00909249; -0.000273333; 39.4784
jupiter; -1.6809; 4.92333; 0.017087; 0.0376937
saturn; -8.66548; 3.44855; 0.285286; 0.0112863
uranus; -6.78664; 17.5393; 0.152741; 0.00172372
neptune; 26.3994; 13.9069; -0.893448; 0.00203369
sun; 0.0114103; -0.00908006; -0.000274122; 39.4784
jupiter; -1.7073; 4.91569; 0.0177094; 0.0376937
saturn; -8.67411; 3.42963; 0.285958; 0.0112863
uranus; -6.8001; 17.5335; 0.152894; 0.00172372
neptune; 26.394; 13.9171; -0.893535; 0.00203369
sun; 0.0114387; -0.0090675; -0.000274909; 39.4784
jupiter; -1.73366; 4.90792; 0.0183313; 0.0376937
saturn; -8.68271; 3.41069; 0.286629; 0.0112863
uranus; -6.81355; 17.5277; 0.153047; 0.00172372
neptune; 26.3886; 13.9273; -0.893621; 0.00203369
sun; 0.0114672; -0.0090548; -0.000275696; 39.4784
jupiter; -1.75997; 4.9; 0.0189527; 0.0376937
saturn; -8.69126; 3.39174; 0.287299; 0.0112863
uranus; -6.827; 17.5218; 0.1532; 0.00172372
neptune; 26.3832; 13.9376; -0.893708; 0.00203369
sun; 0.0114955; -0.00904196; -0.000276483; 39.4784
jupiter; -1.78623; 4.89195; 0.0195736; 0.0376937
saturn; -8.69977; 3.37277; 0.287967; 0.0112863
uranus; -6.84045; 17.516; 0.153353; 0.00172372
neptune; 26.3778; 13.9478; -0.893794; 0.00203369
sun; 0.0115239; -0.00902899; -0.000277268; 39.4784
jupiter; -1.81244; 4.88377; 0.0201939; 0.0376937
saturn; -8.70823; 3.35379; 0.288634; 0.0112863
uranus; -6.85389; 17.5102; 0.153505; 0.00172372
neptune; 26.3724; 13.958; -0.89388; 0.00203369
sun; 0.0115521; -0.00901588; -0.000278052; 39.4784
jupiter; -1.8386; 4.87545; 0.0208137; 0.0376937
saturn; -8.71666; 3.33479; 0.2893; 0.0112863
uranus; -6.86733; 17.5043; 0.153658; 0.00172372
neptune; 26.367; 13.9683; -0.893966; 0.00203369
sun; 0.0115803; -0.00900264; -0.000278835; 39.4784
jupiter; -1.86471; 4.86699; 0.0214329; 0.0376937
saturn; -8.72504; 3.31577; 0.289964; 0.0112863
uranus; -6.88076; 17.4984; 0.15381; 0.00172372
neptune; 26.3616; 13.9785; -0.894052; 0.00203369
sun; 0.0116084; -0.00898927; -0.000279617; 39.4784
jupiter; -1.89077; 4.8584; 0.0220514; 0.0376937
saturn; -8.73338; 3.29673; 0.290626; 0.0112863
uranus; -6.89419; 17.4925; 0.153963; 0.00172372
neptune; 26.3562; 13.9887; -0.894137; 0.00203369
sun; 0.0116365; -0.00897576; -0.000280399; 39.4784
jupiter; -1.91678; 4.84967; 0.0226694; 0.0376937
saturn; -8.74168; 3.27769; 0.291288; 0.0112863
uranus; -6.90762; 17.4867; 0.154115; 0.00172372
neptune; 26.3507; 13.9989; -0.894223; 0.00203369
sun; 0.0116645; -0.00896211; -0.000281179; 39.4784
jupiter; -1.94273; 4.84081; 0.0232867; 0.0376937
saturn; -8.74993; 3.25862; 0.291947; 0.0112863
uranus; -6.92104; 17.4808; 0.154267; 0.00172372
neptune; 26.3453; 14.0091; -0.894308; 0.00203369
sun; 0.0116924; -0.00894834; -0.000281958; 39.4784
jupiter; -1.96862; 4.83182; 0.0239034; 0.0376937
saturn; -8.75814; 3.23954; 0.292606; 0.0112863
uranus; -6.93446; 17.4748; 0.154419; 0.00172372
neptune; 26.3399; 14.0194; -0.894393; 0.00203369
sun; 0.0117203; -0.00893443; -0.000282737; 39.4784
jupiter; -1.99447; 4.82269; 0.0245194; 0.0376937
saturn; -8.76632; 3.22044; 0.293263; 0.0112863
uranus; -6.94787; 17.4689; 0.154571; 0.00172372
neptune; 26.3344; 14.0296; -0.894479; 0.00203369
sun; 0.0117481; -0.00892039; -0.000283514; 39.4784
jupiter; -2.02026; 4.81343; 0.0251347; 0.0376937
saturn; -8.77444; 3.20133; 0.293919; 0.0112863
uranus; -6.96128; 17.463; 0.154723; 0.00172372
neptune; 26.329; 14.0398; -0.894564; 0.00203369
sun; 0.0117759; -0.00890622; -0.00028429; 39.4784
jupiter; -2.04599; 4.80403; 0.0257493; 0.0376937
saturn; -8.78253; 3.1822; 0.294573; 0.0112863
uranus; -6.97469; 17.457; 0.154875; 0.00172372
neptune; 26.3236; 14.05; -0.894648; 0.00203369
sun; 0.0118036; -0.00889192; -0.000285065; 39.4784
jupiter; -2.07166; 4.7945; 0.0263632; 0.0376937
saturn; -8.79057; 3.16306; 0.295226; 0.0112863
uranus; -6.98809; 17.4511; 0.155027; 0.00172372
neptune; 26.3181; 14.0602; -0.894733; 0.00203369
sun; 0.0118312; -0.00887748; -0.000285839; 39.4784
jupiter; -2.09728; 4.78485; 0.0269764; 0.0376937
saturn; -8.79857; 3.1439; 0.295877; 0.0112863
uranus; -7.00149; 17.4451; 0.155178; 0.00172372
neptune; 26.3127; 14.0704; -0.894818; 0.00203369
sun; 0.0118587; -0.00886292; -0.000286612; 39.4784
jupiter; -2.12284; 4.77506; 0.0275888; 0.0376937
saturn; -8.80653; 3.12473; 0.296527; 0.0112863
uranus; -7.01488; 17.4391; 0.15533; 0.00172372
neptune; 26.3072; 14.0806; -0.894902; 0.00203369
sun; 0.0118862; -0.00884823; -0.000287383; 39.4784
jupiter; -2.14834; 4.76513; 0.0282005; 0.0376937
saturn; -8.81445; 3.10554; 0.297175; 0.0112863
uranus; -7.02827; 17.4332; 0.155481; 0.00172372
neptune; 26.3018; 14.0908; -0.894987; 0.00203369
sun; 0.0119136; -0.0088334; -0.000288154; 39.4784
jupiter; -2.17378; 4.75508; 0.0288114; 0.0376937
saturn; -8.82232; 3.08633; 0.297822; 0.0112863
uranus; -7.04165; 17.4272; 0.155633; 0.00172372
neptune; 26.2963; 14.101; -0.895071; 0.00203369
sun; 0.0119409; -0.00881845; -0.000288923; 39.4784
jupiter; -2.19916; 4.7449; 0.0294215; 0.0376937
saturn; -8.83015; 3.06712; 0.298468; 0.0112863
uranus; -7.05503; 17.4212; 0.155784; 0.00172372
neptune; 26.2908; 14.1112; -0.895155; 0.00203369
sun; 0.0119682; -0.00880336; -0.000289691; 39.4784
jupiter; -2.22449; 4.73458; 0.0300307; 0.0376937
saturn; -8.83794; 3.04788; 0.299112; 0.0112863
uranus; -7.06841; 17.4151; 0.155935; 0.00172372
neptune; 26.2854; 14.1214; -0.895239; 0.00203369
sun; 0.0119954; -0.00878815; -0.000290458; 39.4784
jupiter; -2.24975; 4.72414; 0.0306392; 0.0376937
saturn; -8.84569; 3.02863; 0.299755; 0.0112863
uranus; -7.08178; 17.4091; 0.156086; 0.00172372
neptune; 26.2799; 14.1316; -0.895323; 0.00203369
sun; 0.0120225; -0.00877281; -0.000291224; 39.4784
jupiter; -2.27494; 4.71357; 0.0312468; 0.0376937
saturn; -8.85339; 3.00937; 0.300396; 0.0112863
uranus; -7.09515; 17.4031; 0.156237; 0.00172372
neptune; 26.2744; 14.1418; -0.895406; 0.00203369
sun; 0.0120496; -0.00875734; -0.000291989; 39.4784
jupiter; -2.30008; 4.70286; 0.0318535; 0.0376937
saturn; -8.86105; 2.9901; 0.301036; 0.0112863
uranus; -7.10851; 17.397; 0.156388; 0.00172372
neptune; 26.2689; 14.152; -0.89549; 0.00203369
sun; 0.0120766; -0.00874175; -0.000292752; 39.4784
jupiter; -2.32515; 4.69203; 0.0324594; 0.0376937
saturn; -8.86867; 2.9708; 0.301674; 0.0112863
uranus; -7.12187; 17.391; 0.156539; 0.00172372
neptune; 26.2634; 14.1622; -0.895573; 0.00203369
sun; 0.0121035; -0.00872602; -0.000293514; 39.4784
jupiter; -2.35016; 4.68107; 0.0330643; 0.0376937
saturn; -8.87624; 2.9515; 0.302311; 0.0112863
uranus; -7.13522; 17.3849; 0.156689; 0.00172372
neptune; 26.258; 14.1724; -0.895656; 0.00203369
sun; 0.0121303; -0.00871017; -0.000294275; 39.4784
jupiter; -2.37511; 4.66999; 0.0336684; 0.0376937
saturn; -8.88378; 2.93218; 0.302947; 0.0112863
uranus; -7.14857; 17.3788; 0.15684; 0.00172372
neptune; 26.2525; 14.1826; -0.895739; 0.00203369
sun; 0.0121571; -0.0086942; -0.000295034; 39.4784
jupiter; -2.39999; 4.65877; 0.0342715; 0.0376937
saturn; -8.89127; 2.91285; 0.303581; 0.0112863
uranus; -7.16192; 17.3727; 0.156991; 0.00172372
neptune; 26.247; 14.1927; -0.895822; 0.00203369
sun; 0.0121838; -0.00867809; -0.000295792; 39.4784
jupiter; -2.4248; 4.64743; 0.0348737; 0.0376937
saturn; -8.89871; 2.8935; 0.304213; 0.0112863
uranus; -7.17526; 17.3666; 0.157141; 0.00172372
neptune; 26.2415; 14.2029; -0.895905; 0.00203369
sun; 0.0122104; -0.00866187; -0.000296549; 39.4784
jupiter; -2.44955; 4.63596; 0.035475; 0.0376937
saturn; -8.90612; 2.87414; 0.304845; 0.0112863
uranus; -7.1886; 17.3605; 0.157291; 0.00172372
neptune; 26.236; 14.2131; -0.895988; 0.00203369
sun; 0.0122369; -0.00864552; -0.000297304; 39.4784
jupiter; -2.47423; 4.62437; 0.0360752; 0.0376937
saturn; -8.91348; 2.85476; 0.305474; 0.0112863
uranus; -7.20193; 17.3544; 0.157442; 0.00172372
neptune; 26.2305; 14.2233; -0.896071; 0.00203369
sun; 0.0122634; -0.00862904; -0.000298058; 39.4784
jupiter; -2.49884; 4.61265; 0.0366745; 0.0376937
saturn; -8.9208; 2.83537; 0.306102; 0.0112863
uranus; -7.21526; 17.3483; 0.157592; 0.00172372
neptune; 26.2249; 14.2335; -0.896153; 0.00203369
sun; 0.0122898; -0.00861244; -0.000298811; 39.4784
jupiter; -2.52339; 4.6008; 0.0372728; 0.0376937
saturn; -8.92807; 2.81597; 0.306729; 0.0112863
uranus; -7.22859; 17.3421; 0.157742; 0.00172372
neptune; 26.2194; 14.2436; -0.896235; 0.00203369
sun; 0.0123161; -0.00859571; -0.000299562; 39.4784
jupiter; -2.54786; 4.58883; 0.0378701; 0.0376937
saturn; -8.93531; 2.79655; 0.307354; 0.0112863
uranus; -7.24191; 17.336; 0.157892; 0.00172372
neptune; 26.2139; 14.2538; -0.896318; 0.00203369
sun; 0.0123423; -0.00857886; -0.000300312; 39.4784
jupiter; -2.57227; 4.57674; 0.0384663; 0.0376937
saturn; -8.9425; 2.77712; 0.307978; 0.0112863
uranus; -7.25523; 17.3298; 0.158041; 0.00172372
neptune; 26.2084; 14.264; -0.8964; 0.00203369
sun; 0.0123684; -0.00856189; -0.000301061; 39.4784
jupiter; -2.59661; 4.56452; 0.0390615; 0.0376937
saturn; -8.94964; 2.75768; 0.3086; 0.0112863
uranus; -7.26854; 17.3237; 0.158191; 0.00172372
neptune; 26.2029; 14.2741; -0.896482; 0.00203369
sun; 0.0123945; -0.0085448; -0.000301808; 39.4784
jupiter; -2.62088; 4.55217; 0.0396556; 0.0376937
saturn; -8.95675; 2.73823; 0.309221; 0.0112863
uranus; -7.28185; 17.3175; 0.158341; 0.00172372
neptune; 26.1973; 14.2843; -0.896563; 0.00203369
sun; 0.0124205; -0.00852758; -0.000302554; 39.4784
jupiter; -2.64507; 4.53971; 0.0402486; 0.0376937
saturn; -8.96381; 2.71876; 0.309841; 0.0112863
uranus; -7.29515; 17.3113; 0.15849; 0.00172372
neptune; 26.1918; 14.2945; -0.896645; 0.00203369
sun; 0.0124464; -0.00851025; -0.000303298; 39.4784
jupiter; -2.6692; 4.52712; 0.0408406; 0.0376937
saturn; -8.97083; 2.69927; 0.310458; 0.0112863
uranus; -7.30845; 17.3051; 0.15864; 0.00172372
neptune; 26.1862; 14.3046; -0.896727; 0.00203369
sun; 0.0124722; -0.00849279; -0.00030404; 39.4784
jupiter; -2.69325; 4.51441; 0.0414314; 0.0376937
saturn; -8.97781; 2.67978; 0.311075; 0.0112863
uranus; -7.32174; 17.2989; 0.158789; 0.00172372
neptune; 26.1807; 14.3148; -0.896808; 0.00203369
sun; 0.012498; -0.00847521; -0.000304782; 39.4784
jupiter; -2.71723; 4.50157; 0.0420211; 0.0376937
saturn; -8.98474; 2.66027; 0.31169; 0.0112863
uranus; -7.33503; 17.2927; 0.158939; 0.00172372
neptune; 26.1752; 14.3249; -0.896889; 0.00203369
sun; 0.0125236; -0.00845751; -0.000305521; 39.4784
jupiter; -2.74113; 4.48862; 0.0426097; 0.0376937
saturn; -8.99163; 2.64075; 0.312303; 0.0112863
uranus; -7.34832; 17.2864; 0.159088; 0.00172372
neptune; 26.1696; 14.3351; -0.89697; 0.00203369
sun; 0.0125492; -0.00843969; -0.000306259; 39.4784
jupiter; -2.76496; 4.47554; 0.0431971; 0.0376937
saturn; -8.99847; 2.62122; 0.312915; 0.0112863
uranus; -7.3616; 17.2802; 0.159237; 0.00172372
neptune; 26.1641; 14.3452; -0.897051; 0.00203369
sun; 0.0125747; -0.00842175; -0.000306996; 39.4784
jupiter; -2.78872; 4.46235; 0.0437834; 0.0376937
saturn; -9.00528; 2.60167; 0.313525; 0.0112863
uranus; -7.37488; 17.2739; 0.159386; 0.00172372
neptune; 26.1585; 14.3554; -0.897132; 0.00203369
sun; 0.0126001; -0.0084037; -0.000307731; 39.4784
jupiter; -2.8124; 4.44903; 0.0443684; 0.0376937
saturn; -9.01204; 2.58211; 0.314134; 0.0112863
uranus; -7.38815; 17.2677; 0.159535; 0.00172372
neptune; 26.1529; 14.3655; -0.897213; 0.00203369
sun; 0.0126254; -0.00838552; -0.000308464; 39.4784
jupiter; -2.836; 4.43559; 0.0449523; 0.0376937
saturn; -9.01876; 2.56254; 0.314742; 0.0112863
uranus; -7.40142; 17.2614; 0.159684; 0.00172372
neptune; 26.1474; 14.3757; -0.897294; 0.00203369
sun; 0.0126507; -0.00836723; -0.000309196; 39.4784
jupiter; -2.85953; 4.42204; 0.0455349; 0.0376937
saturn; -9.02543; 2.54296; 0.315347; 0.0112863
uranus; -7.41468; 17.2551; 0.159832; 0.00172372
neptune; 26.1418; 14.3858; -0.897374; 0.00203369
sun; 0.0126758; -0.00834882; -0.000309927; 39.4784
jupiter; -2.88299; 4.40836; 0.0461164; 0.0376937
saturn; -9.03206; 2.52337; 0.315952; 0.0112863
uranus; -7.42794; 17.2488; 0.159981; 0.00172372
neptune; 26.1362; 14.3959; -0.897454; 0.00203369
sun; 0.0127009; -0.00833029; -0.000310655; 39.4784
jupiter; -2.90636; 4.39457; 0.0466965; 0.0376937
saturn; -9.03865; 2.50376; 0.316555; 0.0112863
uranus; -7.4412; 17.2425; 0.160129; 0.00172372
neptune; 26.1306; 14.4061; -0.897535; 0.00203369
sun; 0.0127259; -0.00831165; -0.000311382; 39.4784
jupiter; -2.92966; 4.38066; 0.0472755; 0.0376937
saturn; -9.0452; 2.48414; 0.317156; 0.0112863
uranus; -7.45445; 17.2362; 0.160278; 0.00172372
neptune; 26.1251; 14.4162; -0.897615; 0.00203369
sun; 0.0127508; -0.00829289; -0.000312108; 39.4784
jupiter; -2.95287; 4.36663; 0.0478531; 0.0376937
saturn; -9.0517; 2.46451; 0.317756; 0.0112863
uranus; -7.46769; 17.2299; 0.160426; 0.00172372
neptune; 26.1195; 14.4264; -0.897695; 0.00203369
sun; 0.0127756; -0.00827401; -0.000312831; 39.4784
jupiter; -2.97601; 4.35249; 0.0484295; 0.0376937
saturn; -9.05816; 2.44487; 0.318354; 0.0112863
uranus; -7.48094; 17.2235; 0.160574; 0.00172372
neptune; 26.1139; 14.4365; -0.897774; 0.00203369
sun; 0.0128003; -0.00825502; -0.000313553; 39.4784
jupiter; -2.99907; 4.33822; 0.0490045; 0.0376937
saturn; -9.06457; 2.42522; 0.318951; 0.0112863
uranus; -7.49417; 17.2172; 0.160723; 0.00172372
neptune; 26.1083; 14.4466; -0.897854; 0.00203369
sun; 0.0128249; -0.00823591; -0.000314274; 39.4784
jupiter; -3.02205; 4.32385; 0.0495783; 0.0376937
saturn; -9.07095; 2.40555; 0.319546; 0.0112863
uranus; -7.50741; 17.2108; 0.160871; 0.00172372
neptune; 26.1027; 14.4567; -0.897934; 0.00203369
sun; 0.0128494; -0.00821669; -0.000314992; 39.4784
jupiter; -3.04494; 4.30935; 0.0501507; 0.0376937
saturn; -9.07728; 2.38587; 0.32014; 0.0112863
uranus; -7.52063; 17.2045; 0.161019; 0.00172372
neptune; 26.0971; 14.4669; -0.898013; 0.00203369
sun; 0.0128739; -0.00819736; -0.000315709; 39.4784
jupiter; -3.06776; 4.29474; 0.0507218; 0.0376937
saturn; -9.08356; 2.36619; 0.320732; 0.0112863
uranus; -7.53386; 17.1981; 0.161166; 0.00172372
neptune; 26.0915; 14.477; -0.898092; 0.00203369
sun; 0.0128982; -0.00817791; -0.000316425; 39.4784
jupiter; -3.09049; 4.28002; 0.0512915; 0.0376937
saturn; -9.0898; 2.34649; 0.321323; 0.0112863
uranus; -7.54708; 17.1917; 0.161314; 0.00172372
neptune; 26.0859; 14.4871; -0.898171; 0.00203369
sun; 0.0129225; -0.00815835; -0.000317138; 39.4784
jupiter; -3.11314; 4.26518; 0.0518598; 0.0376937
saturn; -9.096; 2.32678; 0.321912; 0.0112863
uranus; -7.56029; 17.1853; 0.161462; 0.00172372
neptune; 26.0803; 14.4972; -0.89825; 0.00203369
sun; 0.0129467; -0.00813868; -0.00031785; 39.4784
jupiter; -3.13571; 4.25023; 0.0524268; 0.0376937
saturn; -9.10216; 2.30706; 0.3225; 0.0112863
uranus; -7.5735; 17.1789; 0.161609; 0.00172372
neptune; 26.0746; 14.5073; -0.898329; 0.00203369
sun; 0.0129708; -0.0081189; -0.00031856; 39.4784
jupiter; -3.1582; 4.23517; 0.0529924; 0.0376937
saturn; -9.10827; 2.28732; 0.323086; 0.0112863
uranus; -7.58671; 17.1725; 0.161757; 0.00172372
